variable,value,Label
V190,3,Middle
V190,4,Richer
V190,5,Richest
V191,Variable Label,Wealth index factor score (5 decimals)
V201,Variable Label,Total children ever born
V202,Variable Label,Sons at home
V203,Variable Label,Daughters at home
V204,Variable Label,Sons elsewhere
V205,Variable Label,Daughters elsewhere
V206,Variable Label,Sons who have died
V207,Variable Label,Daughters who have died
V208,Variable Label,Births in last five years
V208,0,No births
V209,Variable Label,Births in past year
V209,0,No births
V210,Variable Label,Births in month of interview
V211,Variable Label,Date of first birth (CMC)
V212,Variable Label,Age of respondent at 1st birth
V213,Variable Label,Currently pregnant
V213,0,No or unsure
V213,1,Yes
V214,Variable Label,Duration of current pregnancy
V215,Variable Label,Time since last menstrual period
V215,100,Day of interview
V215,101,Days: 1
V215,199,Days: number missing
V215,201,Weeks: 1
V215,299,Weeks: number missing
V215,301,Months: 1
V215,399,Months: number missing
V215,401,Years: 1
V215,499,Years: number missing
V215,994,In menopause/had hysterectomy
V215,995,Before last birth
V215,996,Never menstruated
V215,997,Inconsistent
V215,998,Don't know
V216,Variable Label,Menstruated in last six weeks
V216,0,No
V216,1,Yes
V217,Variable Label,Knowledge of ovulatory cycle
V217,1,During her period
V217,2,After period ended
V217,3,Middle of the cycle
V217,4,Before period begins
V217,5,At any time
V217,6,Other
V217,8,Don't know
V218,Variable Label,Number of living children
V219,Variable Label,Living children + current pregnancy
V220,Variable Label,Living children + current pregnancy (grouped)
V220,6,6+
V221,Variable Label,Marriage to first birth interval (months)
V221,996,Negative interval
V222,Variable Label,Last birth to interview (months)
V223,Variable Label,Completeness of current pregnancy information
V223,7,Month - exact date
V223,8,None - date placed
V224,Variable Label,Entries in birth history
V225,Variable Label,Current pregnancy wanted
V225,1,Then
V225,2,Later
V225,3,Not at all
V226,Variable Label,Time since last period (comp) (months)
V226,994,In menopause
V226,995,Before last birth
V226,996,Never menstruated
V226,997,Inconsistent
V226,998,Don't know
V227,Variable Label,Flag for last period
V227,0,No flag
V227,1,N > interval since birth
V227,2,N + amen. > interval
V227,3,"N, but period not returned"
V227,4,"95, but no birth"
V227,5,"95, but period returned"
V227,6,"96, but period returned"
V227,7,"N, last period during pregnancy"
V227,8,"96, had children"
V227,9,"N, period before last birth"
V228,Variable Label,Ever had a terminated pregnancy
V228,0,No
V228,1,Yes
V229,Variable Label,Month pregnancy ended
V229,97,Inconsistent
V229,98,Don't know
V230,Variable Label,Year pregnancy ended
V230,9997,Inconsistent
V230,9998,Don't know
V231,Variable Label,CMC pregnancy ended
V231,9997,Inconsistent
V231,9998,Don't know
V232,Variable Label,Completeness of last termination information
V232,1,Month and year
V232,2,From calendar
V232,5,Year
V232,7,Month
V232,8,None
V233,Variable Label,Months when pregnancy ended
V233,97,Inconsistent
V233,98,Don't know
V234,Variable Label,Other such pregnancies
V234,0,No
V234,1,Yes
V235,Variable Label,Index last child prior to maternity-health (calendar)
V235,0,No prior child
V237,Variable Label,Birth between last and interview
V237,0,No
V237,1,Yes
V238,Variable Label,Births in last three years
V239,Variable Label,Pregnancies terminated before calendar beginning
V239,0,No
V239,1,Yes
V240,Variable Label,Month of last termination prior to calendar
V240,97,Inconsistent
V240,98,Don't know
V241,Variable Label,Year of last termination prior to calendar
V241,9997,Inconsistent
V241,9998,Don't know
V242,Variable Label,CMC termination ended prior to calendar
V242,9997,Inconsistent
V242,9998,Don't know
V243,Variable Label,Completeness of last termination date prior to calendar
V243,1,Month and year
V243,2,From calendar
V243,5,Year
V243,7,Month
V243,8,None
V310,Variable Label,NA - Living children at first use
V311,Variable Label,NA - Children at first use (grouped)
V311,4,4+
V311,5,Never used
V312,Variable Label,Current contraceptive method
V312,0,Not using
V312,1,Pill
V312,2,IUD
V312,3,Injections
V312,4,Diaphragm
V312,5,Condom
V312,6,Female sterilization
V312,7,Male sterilization
V312,8,Periodic abstinence
V312,9,Withdrawal
V312,10,Other
V312,11,Implants/Norplant
V312,12,Abstinence
V312,13,Lactational amenorrhea (LAM)
V312,14,Female condom
V312,15,Foam or jelly
V312,17,Oher modern method
V312,18,Specific method 1
V312,19,Specific method 2
V312,20,Specific method 3
V313,Variable Label,Current use by method type
V313,0,No method
V313,1,Folkloric method
V313,2,Traditional method
V313,3,Modern method
V315,Variable Label,Month of start of use of method
V316,Variable Label,Year of start of use of method
V317,Variable Label,Date of start of use of method (CMC)
V318,Variable Label,Completeness of information
V318,1,Month and year - information complete
V318,5,"Year - month imputed, age calculated"
V318,7,Month - date placed
V318,8,None - date placed
V318,9,From calendar
V319,Variable Label,Years since sterilization
V319,1,<2
V319,2,2-3
V319,3,4-5
V319,4,6-7
V319,5,8-9
V319,6,10+
V320,Variable Label,Age at sterilization
V320,1,<25
V320,2,25-29
V320,3,30-34
V320,4,35-39
V320,5,40-44
V320,6,45-49
V321,Variable Label,Marital duration at sterilization
V321,0,"Single, before marriage"
V321,1,0-4
V321,2,5-9
V321,3,10-14
V321,4,15-19
V321,5,20-24
V321,6,25+
V322,Variable Label,Parity at sterilization
V322,5,5+
V323,Variable Label,Brand of pill used
V323,1,Secure
V323,2,Microgynon
V323,3,Duofem
V323,4,N/M tablets
V323,5,Microlut
V323,96,Other
V323,98,Don't know
V323A,Variable Label,Brand of condom used
V323A,1,Champion
V323A,2,Gold cycle
V323A,3,Panther
V323A,4,Bazooka
V323A,5,"Be Safe, no logo"
V323A,96,Other
V323A,98,Don't know
V325A,Variable Label,NA - Cost of current method
V325A,9999995,Free
V325A,9999998,Don't know
V326,Variable Label,Last source for current users
V326,11,Government hospital / polyclinic
V326,12,Government health center / clinic
V326,13,Government health post / CHPS
V326,14,Family planning clinic
V326,15,Mobile clinic
V326,16,Fieldworker/outreach/peer educator
V326,17,Other public
V326,21,"Private hospital, clinic"
V326,22,Private doctor
V326,23,Pharmacy
V326,24,Chemical/drug store
V326,25,FP/PPAG clinic
V326,26,Maternity home
V326,27,Other private medical
V326,31,Shop/market
V326,32,Church
V326,33,Community volunteer
V326,34,Friend/relative
V326,96,Other
V327,Variable Label,Last source for users by type
V327,1,Government clinic/pharmacy
V327,2,Government home/community delivery
V327,3,NGO
V327,4,Private clinic/delivery
V327,5,Pharmacy
V327,6,"Shop, church, friend"
V327,7,Other
V327,8,Don't know
V337,Variable Label,Months of use of current method
V337,95,All calendar {A core}
V337,96,96+ {B core}
V337,997,Inconsistent
V337,998,Don't know
V359,Variable Label,Last method discontinued in last 5 years
V359,1,Pill
V359,2,IUD
V359,3,Injections
V359,4,Diaphragm
V359,5,Condom
V359,6,Female sterilization
V359,7,Male sterilization
V359,8,Periodic abstinence
V359,9,Withdrawal
V359,10,Other
V359,11,Norplant
V359,12,Abstinence
V359,13,Lactational amenorrhea
V359,14,Female condom
V359,15,Foam or jelly
V359,17,Other modern method
V359,18,Specific method 2
V359,19,Specific method 3
V359,20,Specific method 4
V360,Variable Label,Reason of last discontinuation
V360,1,Became pregnant
V360,2,Wanted to become pregnant
V360,3,Husband disapproved
V360,4,Side effects
V360,5,Health concerns
V360,6,"Access, availability"
V360,7,Wanted more effective method
V360,8,Inconvenient to use
V360,9,"Infrequent sex, husband away"
V360,10,Cost
V360,11,Fatalistic
V360,12,"Difficult pregnancy, menopause"
V360,13,Marital dissolution
V360,14,Other
V360,98,Don't know
V361,Variable Label,Pattern of use
V361,1,Currently using
V361,2,Used since last birth
V361,3,Used before last birth
V361,4,Never used
V362,Variable Label,Intention to use
V362,1,In next 12 months
V362,2,Use later
V362,3,Unsure about timing
V362,4,Unsure about use
V362,5,Does not intend
V362,6,Never had sex
V363,Variable Label,NA - Preferred future method
V363,1,Pill
V363,2,IUD
V363,3,Injections
V363,4,Diaphragm
V363,5,Condom
V363,6,Female sterilization
V363,7,Male sterilization
V363,8,Periodic abstinence
V363,9,Withdrawal
V363,10,Other
V363,11,Norplant
V363,12,Abstinence
V363,13,Lactational amenorrhea
V363,14,Female condom
V363,15,Foam or jelly
V363,17,Specific method 1
V363,18,Specific method 2
V363,19,Specific method 3
V363,20,Specific method 4
V363,98,Don't know
V364,Variable Label,Contraceptive use and intention
V364,1,Using modern method
V364,2,Using traditional method
V364,3,Non-user - intends to use later
V364,4,Does not intend to use
V364,5,Never had sex
V367,Variable Label,Wanted last child
V367,1,Wanted then
V367,2,Wanted later
V367,3,Wanted no more
V372,Variable Label,NA - Shown pill package
V372,0,Package not seen
V372,1,Package seen
V372A,Variable Label,NA - Shown condom package
V372A,0,Package not seen
V372A,1,Package seen
V375A,Variable Label,NA - Main reason not using a method
V375A,11,Not married
V375A,20,FERTILITY-RELATED
V375A,21,Not having sex
V375A,22,Infrequent sex
V375A,23,"Menopausal, hysterectomy"
V375A,24,"Subfecund, infecund"
V375A,25,"Postpartum, breastfeeding"
V375A,26,Wants more children
V375A,27,Pregnant
V375A,30,OPPOSITION TO USE
V375A,31,Respondent opposed
V375A,32,Husband opposed
V375A,33,Others opposed
V375A,34,Religious prohibition
V375A,40,LACK OF KNOWLEDGE
V375A,41,Knows no method
V375A,42,Knows no source
V375A,50,METHOD-RELATED
V375A,51,Health concerns
V375A,52,Fears side effects
V375A,53,Lack of access
V375A,54,Cost too much
V375A,55,Inconvenient to use
V375A,56,Interferes with body
V375A,96,Other
V375A,98,Don't know
V376,Variable Label,NA - Main reason not to use a method
V376,11,Not married
V376,20,FERTILITY-RELATED
V376,22,Infrequent sex
V376,23,"Menopausal, hysterectomy"
V376,24,"Subfecund, infecund"
V376,26,Wants more children
V376,30,OPPOSITION TO USE
V376,31,Respondent opposed
V376,32,Husband opposed
V376,33,Others opposed
V376,34,Religious prohibition
V376,40,LACK OF KNOWLEDGE
V376,41,Knows no method
V376,42,Knows no source
V376,50,METHOD-RELATED
V376,51,Health concerns
V376,52,Fears side effects
V376,53,Lack of access
V376,54,Cost too much
V376,55,Inconvenient to use
V376,56,Interferes with body
V376,96,Other
V376,98,Don't know
V376A,Variable Label,NA - Would ever use method if married
V376A,0,No
V376A,1,Yes
V376A,8,Don't know
V379,Variable Label,NA - Source known for any method
V379,10,PUBLIC SECTOR
V379,20,PRIVATE SECTOR
V379,30,OTHER SOURCE
V379,96,Other
V379,98,Don't know
V380,Variable Label,NA - Source known for any method
V380,1,Government clinic/pharmacy
V380,2,Government home/community delivery
V380,3,NGO
V380,4,Private clinic/delivery
V380,5,Pharmacy
V380,6,"Shop, church, friend"
V380,7,Other
V380,8,Don't know
V384A,Variable Label,Heard family planning on radio last few months
V384A,0,No
V384A,1,Yes
V384B,Variable Label,Heard family planning on TV last few months
V384B,0,No
V384B,1,Yes
V384C,Variable Label,Heard family planning in newspaper/magazine last few months
V384C,0,No
V384C,1,Yes
V393,Variable Label,Visited by family planning worker last 12 months
V393,0,No
V393,1,Yes
V394,Variable Label,Visited health facility last 12 months
V394,0,No
V394,1,Yes
V395,Variable Label,"At health facility, told of family planning"
V395,0,No
V395,1,Yes
V3A00A,Variable Label,Source of family planning for non-users: government hospital/polyclinic
V3A00A,0,No
V3A00A,1,Yes
V3A00B,Variable Label,Source of family planning for non-users: government health center
V3A00B,0,No
V3A00B,1,Yes
V3A00C,Variable Label,Source of family planning for non-users: government health post/CHPS
V3A00C,0,No
V3A00C,1,Yes
V3A00D,Variable Label,Source of family planning for non-users: family planning clinic
V3A00D,0,No
V3A00D,1,Yes
V3A00E,Variable Label,Source of family planning for non-users: mobile clinic
V3A00E,0,No
V3A00E,1,Yes
V3A00F,Variable Label,Source of family planning for non-users: fieldworker/outreach/peer educator
V3A00F,0,No
V3A00F,1,Yes
V3A00G,Variable Label,NA - Source of family planning for non-users: CS public sector
V3A00G,0,No
V3A00G,1,Yes
V3A00H,Variable Label,NA - Source of family planning for non-users: CS public sector
V3A00H,0,No
V3A00H,1,Yes
V3A00I,Variable Label,Source of family planning for non-users: other public sector
V3A00I,0,No
V3A00I,1,Yes
V3A00J,Variable Label,Source of family planning for non-users: private hospital/clinic
V3A00J,0,No
V3A00J,1,Yes
V3A00K,Variable Label,Source of family planning for non-users: pharmacy
V3A00K,0,No
V3A00K,1,Yes
V3A00L,Variable Label,Source of family planning for non-users: private doctor
V3A00L,0,No
V3A00L,1,Yes
V3A00M,Variable Label,Source of family planning for non-users: chemical/drug store
V3A00M,0,No
V3A00M,1,Yes
V3A00N,Variable Label,Source of family planning for non-users: FP/PPAG clinic
V3A00N,0,No
V3A00N,1,Yes
V3A00O,Variable Label,Source of family planning for non-users: maternity home
V3A00O,0,No
V3A00O,1,Yes
V3A00P,Variable Label,NA - Source of family planning for non-users: CS private sector
V3A00P,0,No
V3A00P,1,Yes
V3A00Q,Variable Label,NA - Source of family planning for non-users: CS private sector
V3A00Q,0,No
V3A00Q,1,Yes
V3A00R,Variable Label,Source of family planning for non-users: other private sector
V3A00R,0,No
V3A00R,1,Yes
V3A00S,Variable Label,Source of family planning for non-users: shop/market
V3A00S,0,No
V3A00S,1,Yes
V3A00T,Variable Label,Source of family planning for non-users: church
V3A00T,0,No
V3A00T,1,Yes
V3A00U,Variable Label,Source of family planning for non-users: community volunteer
V3A00U,0,No
V3A00U,1,Yes
V3A00V,Variable Label,Source of family planning for non-users: friend/relative
V3A00V,0,No
V3A00V,1,Yes
V3A00W,Variable Label,NA - Source of family planning for non-users: CS other
V3A00W,0,No
V3A00W,1,Yes
V3A00X,Variable Label,Source of family planning for non-users: other
V3A00X,0,No
V3A00X,1,Yes
V3A00Y,Variable Label,Source of family planning for non-users: no source
V3A00Y,0,No: knows a source
V3A00Y,1,Yes: knows no source
V3A00Z,Variable Label,Source of family planning for non-users: any source
V3A00Z,0,No
V3A00Z,1,Yes
V3A01,Variable Label,NA - Told sterilization would mean no more children
V3A01,0,No
V3A01,1,Yes
V3A01,8,Don't know
V3A02,Variable Label,Told about side effects
V3A02,0,No
V3A02,1,Yes
V3A03,Variable Label,Told about side effects by health or family planning worker
V3A03,0,No
V3A03,1,Yes
V3A04,Variable Label,Told how to deal with side effects
V3A04,0,No
V3A04,1,Yes
V3A05,Variable Label,Told about other family planning methods
V3A05,0,No
V3A05,1,Yes
V3A06,Variable Label,Told about other family planning methods by health or family planning worker
V3A06,0,No
V3A06,1,Yes
V3A07,Variable Label,First source for current method
V3A07,11,Government hospital / polyclinic
V3A07,12,Government health center / clinic
V3A07,13,Government health post / CHPS
V3A07,14,Family planning clinic
V3A07,15,Mobile clinic
V3A07,16,Fieldworker/outreach/peer educator
V3A07,17,Other public
V3A07,21,"Private hospital, clinic"
V3A07,22,Private doctor
V3A07,23,Pharmacy
V3A07,24,Chemical/drug store
V3A07,25,FP/PPAG clinic
V3A07,26,Maternity home
V3A07,27,Other private medical
V3A07,31,Shop/market
V3A07,32,Church
V3A07,33,Community volunteer
V3A07,34,Friend/relative
V3A07,96,Other
V3A08A,Variable Label,Reason not using: not married
V3A08A,0,No
V3A08A,1,Yes
V3A08AA,Variable Label,NA - Reason not using: CS
V3A08AA,0,No
V3A08AA,1,Yes
V3A08AB,Variable Label,NA - Reason not using: CS
V3A08AB,0,No
V3A08AB,1,Yes
V3A08AC,Variable Label,NA - Reason not using: CS
V3A08AC,0,No
V3A08AC,1,Yes
V3A08AD,Variable Label,NA - Reason not using: CS
V3A08AD,0,No
V3A08AD,1,Yes
V3A08B,Variable Label,Reason not using: not having sex
V3A08B,0,No
V3A08B,1,Yes
V3A08C,Variable Label,Reason not using: infrequent sex
V3A08C,0,No
V3A08C,1,Yes
V3A08D,Variable Label,Reason not using: menopausal/hysterectomy
V3A08D,0,No
V3A08D,1,Yes
V3A08E,Variable Label,Reason not using: subfecund/infecund
V3A08E,0,No
V3A08E,1,Yes
V3A08F,Variable Label,Reason not using: postpartum amenorrheic
V3A08F,0,No
V3A08F,1,Yes
V3A08G,Variable Label,Reason not using: breastfeeding
V3A08G,0,No
V3A08G,1,Yes
V3A08H,Variable Label,Reason not using: fatalistic
V3A08H,0,No
V3A08H,1,Yes
V3A08I,Variable Label,Reason not using: respondent opposed
V3A08I,0,No
V3A08I,1,Yes
V3A08J,Variable Label,Reason not using: husband/partner opposed
V3A08J,0,No
V3A08J,1,Yes
V3A08K,Variable Label,Reason not using: others opposed
V3A08K,0,No
V3A08K,1,Yes
V3A08L,Variable Label,Reason not using: religious prohibition
V3A08L,0,No
V3A08L,1,Yes
V3A08M,Variable Label,Reason not using: knows no method
V3A08M,0,No
V3A08M,1,Yes
V3A08N,Variable Label,Reason not using: knows no source
V3A08N,0,No
V3A08N,1,Yes
V3A08O,Variable Label,NA - Reason not using: health concerns
V3A08O,0,No
V3A08O,1,Yes
V3A08P,Variable Label,Reason not using: fear of side effects/health concerns
V3A08P,0,No
V3A08P,1,Yes
V3A08Q,Variable Label,Reason not using: lack of access/too far
V3A08Q,0,No
V3A08Q,1,Yes
V3A08R,Variable Label,Reason not using: costs too much
V3A08R,0,No
V3A08R,1,Yes
V3A08S,Variable Label,Reason not using: inconvenient to use
V3A08S,0,No
V3A08S,1,Yes
V3A08T,Variable Label,Reason not using: interferes with body’s processes
V3A08T,0,No
V3A08T,1,Yes
V3A08U,Variable Label,Reason not using: preferred method not available
V3A08U,0,No
V3A08U,1,Yes
V3A08V,Variable Label,Reason not using: no method available
V3A08V,0,No
V3A08V,1,Yes
V3A08W,Variable Label,NA - Reason not using: CS
V3A08W,0,No
V3A08W,1,Yes
V3A08X,Variable Label,Reason not using: other
V3A08X,0,No
V3A08X,1,Yes
V3A08Z,Variable Label,Reason not using: don't know
V3A08Z,0,No
V3A08Z,1,Yes: don't know
V3A09A,Variable Label,NA  -How many pill cycles did get last time
V3A09A,998,Don't know
V3A09B,Variable Label,NA - How many condoms did get last time
V3A09B,998,Don't know
V401,Variable Label,Last birth a caesarean section
V401,0,No
V401,1,Yes
V404,Variable Label,Currently breastfeeding
V404,0,No
V404,1,Yes
V405,Variable Label,Currently amenorrheic
V405,0,No
V405,1,Yes
V406,Variable Label,Currently abstaining
V406,0,No
V406,1,Yes
V407,Variable Label,NA - Number of times breastfed during night
V407,96,On demand
V408,Variable Label,NA - Number of times breastfed during day
V408,96,On demand
V409,Variable Label,Gave child plain water
V409,0,No
V409,1,Yes
V409,8,Don't know
V409A,Variable Label,NA - Gave child sugar water
V409A,0,No
V409A,1,Yes
V409A,8,Don't know
V410,Variable Label,Gave child juice
V410,0,No
V410,1,Yes
V410,8,Don't know
V410A,Variable Label,NA - Gave child tea or coffee
V410A,0,No
V410A,1,Yes
V410A,8,Don't know
V411,Variable Label,"Gave child tinned, powdered or fresh milk"
V411,0,No
V411,1,Yes
V411,8,Don't know
V411A,Variable Label,Gave child baby formula
V411A,0,No
V411A,1,Yes
V411A,8,Don't know
V412,Variable Label,NA - Gave child fresh milk
V412,0,No
V412,1,Yes
V412,8,Don't know
V412A,Variable Label,"Gave child fortified baby food (cerelac, etc)"
V412A,0,No
V412A,1,Yes
V412A,8,Don't know
V412B,Variable Label,NA - Gave child other porridge/gruel
V412B,0,No
V412B,1,Yes
V412B,8,Don't know
V412C,Variable Label,Gave child soup/clear broth
V412C,0,No
V412C,1,Yes
V412C,8,Don't know
V413,Variable Label,Gave child other liquid
V413,0,No
V413,1,Yes
V413,8,Don't know
V413A,Variable Label,NA - Gave child CS liquid
V413A,0,No
V413A,1,Yes
V413A,8,Don't know
V413B,Variable Label,NA - Gave child CS liquid
V413B,0,No
V413B,1,Yes
V413B,8,Don't know
V413C,Variable Label,NA - Gave child CS liquid
V413C,0,No
V413C,1,Yes
V413C,8,Don't know
V413D,Variable Label,NA - Gave child CS liquid
V413D,0,No
V413D,1,Yes
V413D,8,Don't know
V414A,Variable Label,NA - Gave child CS foods
V414A,0,No
V414A,1,Yes
V414A,8,Don't know
V414B,Variable Label,NA - Gave child CS foods
V414B,0,No
V414B,1,Yes
V414B,8,Don't know
V414C,Variable Label,NA - Gave child CS foods
V414C,0,No
V414C,1,Yes
V414C,8,Don't know
V414D,Variable Label,NA - Gave child CS foods
V414D,0,No
V414D,1,Yes
V414D,8,Don't know
V414E,Variable Label,"Gave child bread, noodles, other made from grains"
V414E,0,No
V414E,1,Yes
V414E,8,Don't know
V414F,Variable Label,"Gave child potatoes, cassava, or other tubers"
V414F,0,No
V414F,1,Yes
V414F,8,Don't know
V414G,Variable Label,Gave child eggs
V414G,0,No
V414G,1,Yes
V414G,8,Don't know
V414H,Variable Label,"Gave child meat (beef, pork, lamb, chicken, etc)"
V414H,0,No
V414H,1,Yes
V414H,8,Don't know
V414I,Variable Label,"Gave child pumpkin, carrots, squash (yellow or orange inside)"
V414I,0,No
V414I,1,Yes
V414I,8,Don't know
V414J,Variable Label,Gave child any dark green leafy vegetables
V414J,0,No
V414J,1,Yes
V414J,8,Don't know
V414K,Variable Label,"Gave child mangoes, papayas, other vitamin A fruits"
V414K,0,No
V414K,1,Yes
V414K,8,Don't know
V414L,Variable Label,Gave child any other fruits
V414L,0,No
V414L,1,Yes
V414L,8,Don't know
V414M,Variable Label,"Gave child liver, heart, other organs"
V414M,0,No
V414M,1,Yes
V414M,8,Don't know
V414N,Variable Label,Gave child fish or shellfish
V414N,0,No
V414N,1,Yes
V414N,8,Don't know
V414O,Variable Label,"Gave child food made from beans, peas, lentils, nuts"
V414O,0,No
V414O,1,Yes
V414O,8,Don't know
V414P,Variable Label,"Gave child cheese, yogurt, other milk products"
V414P,0,No
V414P,1,Yes
V414P,8,Don't know
V414Q,Variable Label,"NA - Gave child oil, fats, butter, products made of them"
V414Q,0,No
V414Q,1,Yes
V414Q,8,Don't know
V414R,Variable Label,"NA - Gave child chocolates, sweets, candies, pastries, etc"
V414R,0,No
V414R,1,Yes
V414R,8,Don't know
V414S,Variable Label,Gave child other solid-semisolid food
V414S,0,No
V414S,1,Yes
V414S,8,Don't know
V414T,Variable Label,NA - Gave child CS foods
V414T,0,No
V414T,1,Yes
V414T,8,Don't know
V414U,Variable Label,NA - Gave child CS foods
V414U,0,No
V414U,1,Yes
V414U,8,Don't know
V414V,Variable Label,Gave child yogurt
V414V,0,No
V414V,1,Yes
V414V,8,Don't know
V414W,Variable Label,NA - Gave child CS foods
V414W,0,No
V414W,1,Yes
V414W,8,Don't know
V415,Variable Label,Drank from bottle with nipple yesterday/last night
V415,0,No
V415,1,Yes
V415,8,Don't know
V416,Variable Label,Heard of oral rehydration
V416,0,Never heard of
V416,1,Used ORS
V416,2,Heard of ORS
V417,Variable Label,Entries in maternity table
V418,Variable Label,Entries in health table
V419,Variable Label,Entries in height/weight table
V420,Variable Label,NA - Measurer's code
V421,Variable Label,NA - Assistant measurer's code
V426,Variable Label,When child put to breast
V426,0,Immediately
V426,100,Within first hour
V426,101,Hours: 1
V426,199,Hours: number missing
V426,201,Days: 1
V426,299,Days: number missing
V437,Variable Label,Respondent's weight in kilograms (1 decimal)
V437,9994,Not present
V437,9995,Refused
V437,9996,Other
V438,Variable Label,Respondent's height in centimeters (1 decimal)
V438,9994,Not present
V438,9995,Refused
V438,9996,Other
V439,Variable Label,Height/Age percentile
V439,9998,Flagged cases
V440,Variable Label,Height/Age standard deviation
V440,9998,Flagged cases
V441,Variable Label,Height/Age percent ref. median
V441,99998,Flagged cases
V442,Variable Label,Weight/Height percent ref. median (DHS)
V442,99998,Flagged cases
V443,Variable Label,Weight/Height percent ref. median (Fog)
V443,99998,Flagged cases
V444,Variable Label,Weight/Height percent ref. median (WHO)
V444,99998,Flagged cases
V444A,Variable Label,Weight/Height standard deviation (DHS)
V444A,9998,Flagged cases
V445,Variable Label,Body Mass Index
V445,9998,Flagged cases
V446,Variable Label,Rohrer's index
V446,9998,Flagged cases
V447,Variable Label,Result of measurement - height/weight
V447,0,Measured
V447,3,Not present
V447,4,Refused
V447,6,Other
V447,7,No measurement found in household
V447A,Variable Label,Women's age in years (from household questionnaire)
V452A,Variable Label,Under age 18 (from household questionnaire)
V452A,1,Under age 18
V452A,2,Age 18 or older
V452B,Variable Label,Line number of parent/caretaker
V452B,0,Not in household
V452C,Variable Label,Read consent statement - hemoglobin
V452C,1,Granted
V452C,2,Parent/other refused
V452C,3,Respondent refused
V453,Variable Label,Hemoglobin level (g/dl - 1 decimal)
V453,994,Not present
V453,995,Refused
V453,996,Other
V454,Variable Label,Currently pregnant (from household questionnaire)
V454,0,No/don't know
V454,1,Yes
V455,Variable Label,Result of measurement - hemoglobin
V455,0,Measured
V455,3,Not present
V455,4,Refused
V455,6,Other
V455,7,No measurement found in household
V456,Variable Label,Hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)
V457,Variable Label,Anemia level
V457,1,Severe
V457,2,Moderate
V457,3,Mild
V457,4,Not anemic
V458,Variable Label,NA - Agrees to referral - anemia
V458,0,No
V458,1,Yes
V459,Variable Label,Have mosquito bed net for sleeping (from household questionnaire)
V459,0,No
V459,1,Yes
V460,Variable Label,Children under 5 slept under mosquito bed net last night (household questionnaire)
V460,0,No
V460,1,All children
V460,2,Some children
V460,3,No net in household
V461,Variable Label,Respondent slept under mosquito bed net
V461,0,No
V461,1,Yes
V462,Variable Label,NA - Washed hands before preparing last meal
V462,0,No
V462,1,Yes
V462,2,Never prepared meal
V463A,Variable Label,Smokes cigarettes
V463A,0,No
V463A,1,Yes
V463B,Variable Label,Smokes pipe
V463B,0,No
V463B,1,Yes
V463C,Variable Label,Uses chewing tobacco
V463C,0,No
V463C,1,Yes
V463D,Variable Label,Uses snuff
V463D,0,No
V463D,1,Yes
V463E,Variable Label,NA - Smokes cigars
V463E,0,No
V463E,1,Yes
V463F,Variable Label,NA - Smokes country specific
V463F,0,No
V463F,1,Yes
V463G,Variable Label,NA - Smokes country specific
V463G,0,No
V463G,1,Yes
V463X,Variable Label,Smokes other
V463X,0,No
V463X,1,Yes
V463Z,Variable Label,Does not use tobacco
V463Z,0,No
V463Z,1,"Yes, smokes nothing"
V464,Variable Label,Number of cigarettes in last 24 hours
V464,80,80+
V464,98,Don't know
V465,Variable Label,Disposal of youngest child's stools when not using toilet
V465,1,Used toilet/latrine
V465,2,Put/rinsed in toilet/latrine
V465,3,Put/rinsed into drain or ditch
V465,4,Throw into garbage
V465,5,Buried
V465,6,Rinse away
V465,7,Use disposable diapers
V465,8,Use washable diapers
V465,9,Left in the open/not disposed of
V465,96,Other
V466,Variable Label,"NA - When child is seriously ill, can decide whether medical treatment sought"
V466,0,No
V466,1,Yes
V466,2,Depends
V467A,Variable Label,NA - Getting medical help for self: know where to go
V467A,0,No problem
V467A,1,Big problem
V467A,2,Not a big problem
V467B,Variable Label,Getting medical help for self: getting permission to go
V467B,0,No problem
V467B,1,Big problem
V467B,2,Not a big problem
V467C,Variable Label,Getting medical help for self: getting money needed for treatment
V467C,0,No problem
V467C,1,Big problem
V467C,2,Not a big problem
V467D,Variable Label,Getting medical help for self: distance to health facility
V467D,0,No problem
V467D,1,Big problem
V467D,2,Not a big problem
V467E,Variable Label,NA - Getting medical help for self: having to take transport
V467E,0,No problem
V467E,1,Big problem
V467E,2,Not a big problem
V467F,Variable Label,Getting medical help for self: not wanting to go alone
V467F,0,No problem
V467F,1,Big problem
V467F,2,Not a big problem
V467G,Variable Label,NA - Getting medical help for self: concern no female health provider
V467G,0,No problem
V467G,1,Big problem
V467G,2,Not a big problem
V467H,Variable Label,NA - Getting medical help for self: concern no provider
V467H,0,No problem
V467H,1,Big problem
V467H,2,Not a big problem
V467I,Variable Label,NA - Getting medical help for self: concern no drugs available
V467I,0,No problem
V467I,1,Big problem
V467I,2,Not a big problem
V467J,Variable Label,NA - Getting medical help for self: CS
V467J,0,No problem
V467J,1,Big problem
V467J,2,Not a big problem
V467K,Variable Label,NA - Getting medical help for self: CS
V467K,0,No problem
V467K,1,Big problem
V467K,2,Not a big problem
V467L,Variable Label,NA - Getting medical help for self: CS
V467L,0,No problem
V467L,1,Big problem
V467L,2,Not a big problem
V467M,Variable Label,NA - Getting medical help for self: CS
V467M,0,No problem
V467M,1,Big problem
