variable,value,Label
V414E,Variable Label,"Gave child bread, noodles, other made from grains"
V414E,0,No
V414E,1,Yes
V414E,8,Don't know
V414F,Variable Label,"Gave child potatoes, cassava, or other tubers"
V414F,0,No
V414F,1,Yes
V414F,8,Don't know
V414G,Variable Label,Gave child eggs
V414G,0,No
V414G,1,Yes
V414G,8,Don't know
V414H,Variable Label,"Gave child meat (beef, pork, lamb, chicken, etc)"
V414H,0,No
V414H,1,Yes
V414H,8,Don't know
V414I,Variable Label,"Gave child pumpkin, carrots, squash (yellow or orange inside)"
V414I,0,No
V414I,1,Yes
V414I,8,Don't know
V414J,Variable Label,Gave child any dark green leafy vegetables
V414J,0,No
V414J,1,Yes
V414J,8,Don't know
V414K,Variable Label,"Gave child mangoes, papayas, other vitamin A fruits"
V414K,0,No
V414K,1,Yes
V414K,8,Don't know
V414L,Variable Label,Gave child any other fruits
V414L,0,No
V414L,1,Yes
V414L,8,Don't know
V414M,Variable Label,"Gave child liver, heart, other organs"
V414M,0,No
V414M,1,Yes
V414M,8,Don't know
V414N,Variable Label,Gave child fish or shellfish
V414N,0,No
V414N,1,Yes
V414N,8,Don't know
V414O,Variable Label,"Gave child food made from beans, peas, lentils, nuts"
V414O,0,No
V414O,1,Yes
V414O,8,Don't know
V414P,Variable Label,"Gave child cheese, yogurt, other milk products"
V414P,0,No
V414P,1,Yes
V414P,8,Don't know
V414Q,Variable Label,"NA - Gave child oil, fats, butter, products made of them"
V414Q,0,No
V414Q,1,Yes
V414Q,8,Don't know
V414R,Variable Label,"NA - Gave child chocolates, sweets, candies, pastries, etc"
V414R,0,No
V414R,1,Yes
V414R,8,Don't know
V414S,Variable Label,Gave child other solid-semisolid food
V414S,0,No
V414S,1,Yes
V414S,8,Don't know
V414T,Variable Label,NA - Gave child CS foods
V414T,0,No
V414T,1,Yes
V414T,8,Don't know
V414U,Variable Label,NA - Gave child CS foods
V414U,0,No
V414U,1,Yes
V414U,8,Don't know
V414V,Variable Label,Gave child yogurt
V414V,0,No
V414V,1,Yes
V414V,8,Don't know
V414W,Variable Label,NA - Gave child CS foods
V414W,0,No
V414W,1,Yes
V414W,8,Don't know
V415,Variable Label,Drank from bottle with nipple yesterday/last night
V415,0,No
V415,1,Yes
V415,8,Don't know
V416,Variable Label,Heard of oral rehydration
V416,0,Never heard of
V416,1,Used ORS
V416,2,Heard of ORS
V417,Variable Label,Entries in maternity table
V418,Variable Label,Entries in health table
V419,Variable Label,Entries in height/weight table
V420,Variable Label,NA - Measurer's code
V421,Variable Label,NA - Assistant measurer's code
V426,Variable Label,When child put to breast
V426,0,Immediately
V426,100,Within first hour
V426,101,Hours: 1
V426,199,Hours: number missing
V426,201,Days: 1
V426,299,Days: number missing
V437,Variable Label,Respondent's weight in kilograms (1 decimal)
V437,9994,Not present
V437,9995,Refused
V437,9996,Other
V438,Variable Label,Respondent's height in centimeters (1 decimal)
V438,9994,Not present
V438,9995,Refused
V438,9996,Other
V439,Variable Label,Height/Age percentile
V439,9998,Flagged cases
V440,Variable Label,Height/Age standard deviation
V440,9998,Flagged cases
V441,Variable Label,Height/Age percent ref. median
V441,99998,Flagged cases
V442,Variable Label,Weight/Height percent ref. median (DHS)
V442,99998,Flagged cases
V443,Variable Label,Weight/Height percent ref. median (Fog)
V443,99998,Flagged cases
V444,Variable Label,Weight/Height percent ref. median (WHO)
V444,99998,Flagged cases
V444A,Variable Label,Weight/Height standard deviation (DHS)
V444A,9998,Flagged cases
V445,Variable Label,Body Mass Index
V445,9998,Flagged cases
V446,Variable Label,Rohrer's index
V446,9998,Flagged cases
V447,Variable Label,Result of measurement - height/weight
V447,0,Measured
V447,3,Not present
V447,4,Refused
V447,6,Other
V447,7,No measurement found in household
V447A,Variable Label,Women's age in years (from household questionnaire)
V452A,Variable Label,Under age 18 (from household questionnaire)
V452A,1,Under age 18
V452A,2,Age 18 or older
V452B,Variable Label,Line number of parent/caretaker
V452B,0,Not in household
V452C,Variable Label,Read consent statement - hemoglobin
V452C,1,Granted
V452C,2,Parent/other refused
V452C,3,Respondent refused
V453,Variable Label,Hemoglobin level (g/dl - 1 decimal)
V453,994,Not present
V453,995,Refused
V453,996,Other
V454,Variable Label,Currently pregnant (from household questionnaire)
V454,0,No/don't know
V454,1,Yes
V455,Variable Label,Result of measurement - hemoglobin
V455,0,Measured
V455,3,Not present
V455,4,Refused
V455,6,Other
V455,7,No measurement found in household
V456,Variable Label,Hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)
V457,Variable Label,Anemia level
V457,1,Severe
V457,2,Moderate
V457,3,Mild
V457,4,Not anemic
V458,Variable Label,NA - Agrees to referral - anemia
V458,0,No
V458,1,Yes
V459,Variable Label,Have mosquito bed net for sleeping (from household questionnaire)
V459,0,No
V459,1,Yes
V460,Variable Label,Children under 5 slept under mosquito bed net last night (household questionnaire)
V460,0,No
V460,1,All children
V460,2,Some children
V460,3,No net in household
V461,Variable Label,Respondent slept under mosquito bed net
V461,0,No
V461,1,Yes
V462,Variable Label,NA - Washed hands before preparing last meal
V462,0,No
V462,1,Yes
V462,2,Never prepared meal
V463A,Variable Label,Smokes cigarettes
V463A,0,No
V463A,1,Yes
V463B,Variable Label,Smokes pipe
V463B,0,No
V463B,1,Yes
V463C,Variable Label,Uses chewing tobacco
V463C,0,No
V463C,1,Yes
V463D,Variable Label,Uses snuff
V463D,0,No
V463D,1,Yes
V463E,Variable Label,Uses betel
V463E,0,No
V463E,1,Yes
V463F,Variable Label,Uses hubbly bubbly
V463F,0,No
V463F,1,Yes
V463G,Variable Label,Uses marijuana
V463G,0,No
V463G,1,Yes
V463X,Variable Label,Smokes other
V463X,0,No
V463X,1,Yes
V463Z,Variable Label,Does not use tobacco
V463Z,0,No
V463Z,1,"Yes, smokes nothing"
V464,Variable Label,Number of cigarettes in last 24 hours
V464,80,80+
V464,98,Don't know
V465,Variable Label,Disposal of youngest child's stools when not using toilet
V465,1,Used toilet/latrine
V465,2,Put/rinsed in toilet/latrine
V465,3,Put/rinsed into drain or ditch
V465,4,Throw into garbage
V465,5,Buried
V465,6,Rinse away
V465,7,Use disposable diapers
V465,8,Use washable diapers
V465,9,Left in the open/not disposed of
V465,96,Other
V466,Variable Label,"NA - When child is seriously ill, can decide whether medical treatment sought"
V466,0,No
V466,1,Yes
V466,2,Depends
V467A,Variable Label,NA - Getting medical help for self: know where to go
V467A,0,No problem
V467A,1,Big problem
V467A,2,Not a big problem
V467B,Variable Label,Getting medical help for self: getting permission to go
V467B,0,No problem
V467B,1,Big problem
V467B,2,Not a big problem
V467C,Variable Label,Getting medical help for self: getting money needed for treatment
V467C,0,No problem
V467C,1,Big problem
V467C,2,Not a big problem
V467D,Variable Label,Getting medical help for self: distance to health facility
V467D,0,No problem
V467D,1,Big problem
V467D,2,Not a big problem
V467E,Variable Label,NA - Getting medical help for self: having to take transport
V467E,0,No problem
V467E,1,Big problem
V467E,2,Not a big problem
V467F,Variable Label,Getting medical help for self: not wanting to go alone
V467F,0,No problem
V467F,1,Big problem
V467F,2,Not a big problem
V467G,Variable Label,NA - Getting medical help for self: concern no female health provider
V467G,0,No problem
V467G,1,Big problem
V467G,2,Not a big problem
V467H,Variable Label,NA - Getting medical help for self: concern no provider
V467H,0,No problem
V467H,1,Big problem
V467H,2,Not a big problem
V467I,Variable Label,NA - Getting medical help for self: concern no drugs available
V467I,0,No problem
V467I,1,Big problem
V467I,2,Not a big problem
V467J,Variable Label,NA - Getting medical help for self: CS
V467J,0,No problem
V467J,1,Big problem
V467J,2,Not a big problem
V467K,Variable Label,NA - Getting medical help for self: CS
V467K,0,No problem
V467K,1,Big problem
V467K,2,Not a big problem
V467L,Variable Label,NA - Getting medical help for self: CS
V467L,0,No problem
V467L,1,Big problem
V467L,2,Not a big problem
V467M,Variable Label,NA - Getting medical help for self: CS
V467M,0,No problem
V467M,1,Big problem
V467M,2,Not a big problem
V468,Variable Label,Record for Last Birth
V468,0,See specific questions
V468,1,Last birth only
V468,2,All births in last 5 years
V469E,Variable Label,Times gave child powdered/tinned/fresh milk
V469E,0,No
V469E,7,7+
V469E,8,DK
V469F,Variable Label,Times gave child infant formula
V469F,0,No
V469F,7,7+
V469F,8,DK
V469X,Variable Label,Times gave child yogurt
V469X,0,No
V469X,7,7+
V469X,8,DK
V471A,Variable Label,"NA - Mother had tinned, powdered or fresh milk"
V471A,0,No
V471A,1,Yes
V471A,8,Don't know
V471B,Variable Label,NA - Mother had tea or coffee
V471B,0,No
V471B,1,Yes
V471B,8,Don't know
V471C,Variable Label,NA - Mother had any other liquid
V471C,0,No
V471C,1,Yes
V471C,8,Don't know
V471D,Variable Label,NA - Mother had CS liquid
V471D,0,No
V471D,1,Yes
V471D,8,Don't know
V471E,Variable Label,NA - Mother had CS liquid
V471E,0,No
V471E,1,Yes
V471E,8,Don't know
V471F,Variable Label,NA - Mother had CS liquid
V471F,0,No
V471F,1,Yes
V471F,8,Don't know
V471G,Variable Label,NA - Mother had CS liquid
V471G,0,No
V471G,1,Yes
V471G,8,Don't know
V472A,Variable Label,NA - Mother had CS foods
V472A,0,No
V472A,1,Yes
V472A,8,Don't know
V472B,Variable Label,NA - Mother had CS foods
V472B,0,No
V472B,1,Yes
V472B,8,Don't know
V472C,Variable Label,NA - Mother had CS foods
V472C,0,No
V472C,1,Yes
V472C,8,Don't know
V472D,Variable Label,NA - Mother had CS foods
V472D,0,No
V472D,1,Yes
V472D,8,Don't know
V472E,Variable Label,"NA - Mother had bread, noodles, other made from grains"
V472E,0,No
V472E,1,Yes
V472E,8,Don't know
V472F,Variable Label,"NA - Mother had potatoes, cassava, or other tubers"
V472F,0,No
V472F,1,Yes
V472F,8,Don't know
V472G,Variable Label,NA - Mother had eggs
V472G,0,No
V472G,1,Yes
V472G,8,Don't know
V472H,Variable Label,"NA - Mother had meat (beef, pork, lamb, chicken, etc)"
V472H,0,No
V472H,1,Yes
V472H,8,Don't know
V472I,Variable Label,"NA - Mother had pumpkin, carrots, squash (yellow or orange inside)"
V472I,0,No
V472I,1,Yes
V472I,8,Don't know
V472J,Variable Label,NA - Mother had any dark green leafy vegetables
V472J,0,No
V472J,1,Yes
V472J,8,Don't know
V472K,Variable Label,"NA - Mother had mangoes, papayas, other vitamin A fruits"
V472K,0,No
V472K,1,Yes
V472K,8,Don't know
V472L,Variable Label,NA - Mother had any other fruits
V472L,0,No
V472L,1,Yes
V472L,8,Don't know
V472M,Variable Label,"NA - Mother had liver, heart, other organs"
V472M,0,No
V472M,1,Yes
V472M,8,Don't know
V472N,Variable Label,NA - Mother had fish or shellfish
V472N,0,No
V472N,1,Yes
V472N,8,Don't know
V472O,Variable Label,"NA - Mother had food made from beans, peas, lentils, nuts"
V472O,0,No
V472O,1,Yes
V472O,8,Don't know
V472P,Variable Label,"NA - Mother had cheese, yogurt, other milk products"
V472P,0,No
V472P,1,Yes
V472P,8,Don't know
V472Q,Variable Label,"NA - Mother had oil, fats, butter, products made of them"
V472Q,0,No
V472Q,1,Yes
V472Q,8,Don't know
V472R,Variable Label,"NA - Mother had chocolates, sweets, candies, pastries, etc"
V472R,0,No
V472R,1,Yes
V472R,8,Don't know
V472S,Variable Label,NA - Mother had other solid-semisolid food
V472S,0,No
V472S,1,Yes
V472S,8,Don't know
V472T,Variable Label,NA - Mother had CS foods
V472T,0,No
V472T,1,Yes
V472T,8,Don't know
V472U,Variable Label,NA - Mother had CS foods
V472U,0,No
V472U,1,Yes
V472U,8,Don't know
V473A,Variable Label,Read consent statement - HIV
V473A,1,Granted
V473A,2,Parent/other responsible refused
V473A,3,Respondent refused
V473A,4,Sample not tested/lost/not enough DBS
V473B,Variable Label,Result of measurement - HIV
V473B,1,Blood taken
V473B,2,Not present
V473B,3,Refused
V473B,4,Sample not tested/lost/damaged/insufficient
V473B,5,Not enough DBS to complete protocol
V473B,6,Other
V474,Variable Label,Heard of tuberculosis or TB
V474,0,No
V474,1,Yes
V474A,Variable Label,Tuberculosis spread by: air when coughing or sneezing
V474A,0,No
V474A,1,Yes
V474B,Variable Label,Tuberculosis spread by: sharing utensils
V474B,0,No
V474B,1,Yes
V474C,Variable Label,Tuberculosis spread by: touching a person with TB
V474C,0,No
V474C,1,Yes
V474D,Variable Label,Tuberculosis spread by: food
V474D,0,No
V474D,1,Yes
V474E,Variable Label,Tuberculosis spread by: sexual contact
V474E,0,No
V474E,1,Yes
V474F,Variable Label,Tuberculosis spread by: mosquito bites
V474F,0,No
V474F,1,Yes
V474G,Variable Label,NA - Tuberculosis spread by: CS
V474G,0,No
V474G,1,Yes
V474H,Variable Label,NA - Tuberculosis spread by: CS
V474H,0,No
V474H,1,Yes
V474I,Variable Label,NA - Tuberculosis spread by: CS
V474I,0,No
V474I,1,Yes
V474J,Variable Label,NA - Tuberculosis spread by: CS
V474J,0,No
V474J,1,Yes
V474X,Variable Label,Tuberculosis spread by: other
V474X,0,No
V474X,1,Yes
V474Z,Variable Label,Tuberculosis spread by: don't know
V474Z,0,No
V474Z,1,Yes
V475,Variable Label,Tuberculosis can be cured
V475,0,No
V475,1,Yes
V475,8,Don't know
V476,Variable Label,Keep secret when family member gets TB
V476,0,No
V476,1,"Yes, remain a secret"
V476,8,Don't know/not sure/depends
V477,Variable Label,Number of injections in last 12 months
V477,0,None
V477,90,90+
V477,98,Don't know
V478,Variable Label,Number of injections administered by a health worker
V478,0,None
V478,90,90+
V478,98,Don't know
V479,Variable Label,NA - Place of injection by health worker
V479,10,PUBLIC SECTOR
V479,11,Government hospital
V479,12,Government health center
V479,16,Other public sector
V479,20,PRIVATE SECTOR
V479,21,Private hospital/clinic/doctor
V479,22,Dental clinic/office
V479,23,Pharmacy
V479,24,Office or home of nurse/health worker
V479,26,Other private sector
V479,30,OTHER NON-MEDICAL
V479,31,Respondent's home
V479,96,Other
V480,Variable Label,"Syringe and needle from new, unopened package"
V480,0,No
V480,1,Yes
V480,8,Don't know
V481,Variable Label,Covered by health insurance
V481,0,No
V481,1,Yes
V481A,Variable Label,NA - Health insurance type: mutual/community organization
V481A,0,No
V481A,1,Yes
V481B,Variable Label,Health insurance type: provided by employer
V481B,0,No
V481B,1,Yes
V481C,Variable Label,Health insurance type: social security
V481C,0,No
V481C,1,Yes
V481D,Variable Label,Health insurance type: private/commercially purchased
V481D,0,No
V481D,1,Yes
V481E,Variable Label,NA - Health insurance type: CS
V481E,0,No
V481E,1,Yes
V481F,Variable Label,NA - Health insurance type: CS
V481F,0,No
V481F,1,Yes
V481G,Variable Label,NA - Health insurance type: CS
V481G,0,No
V481G,1,Yes
V481H,Variable Label,NA - Health insurance type: CS
V481H,0,No
V481H,1,Yes
V481X,Variable Label,Health insurance type: other
V481X,0,No
V481X,1,Yes
V482A,Variable Label,NA - Arrange care of biological children under age 18
V482A,0,No
V482A,1,Yes
V482A,8,Unsure
V482B,Variable Label,NA - Primary caregiver of children under age 18
V482B,0,No
V482B,1,Yes
V482C,Variable Label,NA - Arrange care of non-biological children < 18
V482C,0,No
V482C,1,Yes
V482C,8,Unsure
V501,Variable Label,Current marital status
V501,0,Never in union
V501,1,Married
V501,2,Living with partner
V501,3,Widowed
V501,4,Divorced
V501,5,No longer living together/separated
V502,Variable Label,Currently/formerly/never in union
V502,0,Never in union
V502,1,Currently in union/living with a man
V502,2,Formerly in union/living with a man
V503,Variable Label,Number of unions
V503,1,Once
V503,2,More than once
V504,Variable Label,Currently residing with husband/partner
V504,1,Living with her
V504,2,Staying elsewhere
V505,Variable Label,Number of other wives
V505,0,No other wives
V505,98,Don't know
V506,Variable Label,Respondent's rank among wives
V506,98,Don't know
V507,Variable Label,Month of first cohabitation
V508,Variable Label,Year of first cohabitation
V509,Variable Label,Date of first cohabitation (CMC)
V510,Variable Label,Completeness of date information in V509
V510,1,Month and year - information complete
V510,2,Month and age - year imputed
V510,3,Year and age - month imputed
V510,5,Year - age/month imputed
V510,6,Age - year/month imputed
V510,7,Month - age/year imputed
V510,8,None - all imputed
V511,Variable Label,Age at first cohabitation
V512,Variable Label,Years since first cohabitation
V513,Variable Label,Cohabitation duration (grouped)
V513,0,Never married
V513,1,0-4
V513,2,5-9
V513,3,10-14
V513,4,15-19
V513,5,20-24
V513,6,25-29
V513,7,30+
V525,Variable Label,Age at first sex
V525,0,Not had sex
V525,96,At first union
V525,97,Inconsistent
V525,98,Don't know
V527,Variable Label,Time since last sex
V527,100,<1 day ago
V527,101,Days: 1
V527,199,Days: number missing
V527,201,Weeks: 1
V527,299,Weeks: number missing
V527,301,Months: 1
V527,399,Months: number missing
V527,401,Years: 1
V527,499,Years: number missing
V527,995,Within last 4 weeks
V527,996,Before last birth
V527,997,Inconsistent
V527,998,Don't know
V528,Variable Label,Time since last sex (in days)
V528,31,31+ days
V528,95,Within last 4 weeks
V528,96,Before last birth
V528,97,Inconsistent
V528,98,Don't know
V529,Variable Label,Time since last sex (in months)
V529,995,Within last 4 weeks
V529,996,Before last birth
V529,997,Inconsistent
V529,998,Don't know
V530,Variable Label,Flag for V529
V530,0,No flag
V530,1,N > interval since birth
V530,2,N + abstinence > interval
V530,3,"N, but sex not res."
V530,4,"96, but no birth"
V530,5,"96, but currently pregnant"
V530,6,"96, but resumed sex"
V530,7,"N, last sex before pregnancy"
V530,8,"N, inconsistent 4 weeks"
V530,9,"N, sex before last birth"
V531,Variable Label,Age at first sex (imputed)
V531,0,Not had sex
V531,97,Inconsistent
V531,98,Don't know
V532,Variable Label,Flag for V531
V532,0,No flag
V532,1,After interview
V532,2,After conception >= 1 year
V532,3,After conception < 1 year
V532,4,"At marriage, but never married"
V532,5,"At marriage, but after conception"
V532,6,After marriage
V535,Variable Label,Ever been married or in union
V535,0,No
V535,1,Formerly married
V535,2,Lived with a man
V536,Variable Label,Recent sexual activity
V536,0,Never had sex
V536,1,Active in last 4 weeks
V536,2,Not active in last 4 weeks - postpartum abstinence
V536,3,Not active in last 4 weeks - not postpartum abstinence
V537,Variable Label,Months of abstinence
V537,60,60+
V537,96,Before last birth
V537,97,Inconsistent
V537,98,Don't know
V538,Variable Label,NA - How previous marriage or union ended
V538,1,Death/widowhood
V538,2,Divorce
V538,3,Separation
V539,Variable Label,NA - Person who received most of late husband's property
V539,1,Respondent
V539,2,Other wife
V539,3,Spouse's children
V539,4,Spouse's family
V539,6,Other
V539,7,No property
V540,Variable Label,NA - Respondent received any of late husband's assets or valuables
V540,0,No
V540,1,Yes
V541,Variable Label,NA - Intends to wait until marriage to have sex
V541,0,No
V541,1,Yes
V541,8,Don't know
V602,Variable Label,Fertility preference
V602,1,Have another
V602,2,Undecided
V602,3,No more
V602,4,Sterilized (respondent or partner)
V602,5,Declared infecund
V602,6,Never had sex
V603,Variable Label,Preferred waiting time for birth of a/another child
V603,100,Wanted now
V603,101,Months: 1
V603,199,Months: number missing
V603,201,Years: 1
V603,299,Years: number missing
V603,993,After marriage
V603,994,"Soon, now"
V603,996,"Other, non-numeric"
V603,997,Inconsistent
V603,998,Don't know
V604,Variable Label,Preferred waiting time for birth of a/another child (grouped)
V604,0,<12 months
V604,1,1 year
V604,2,2 years
V604,3,3 years
V604,4,4 years
V604,5,5 years
V604,6,6+ years
V604,7,Non-numeric
V604,8,Don't know
V605,Variable Label,Desire for more children
V605,1,Wants within 2 years
V605,2,Wants after 2+ years
V605,3,"Wants, unsure timing"
V605,4,Undecided
V605,5,Wants no more
V605,6,Sterilized (respondent or partner)
V605,7,Declared infecund
V605,8,Never had sex
V613,Variable Label,Ideal number of children
V613,96,Non-numeric response
V613,98,Don't know
V614,Variable Label,Ideal number of children (grouped)
V614,6,6+
V614,7,Non-numeric response
V616,Variable Label,Time for future birth
V616,100,Wanted now
V616,101,Months: 1
V616,199,Months: number missing
V616,201,Years: 1
V616,299,Years: number missing
V616,993,After marriage
V616,994,Soon/now
V616,995,Can't get pregnant
V616,996,Other
V616,998,Don't know
V621,Variable Label,Husband's desire for children
V621,1,Both want same
V621,2,Husband wants more
V621,3,Husband wants fewer
V621,8,Don't know
V623,Variable Label,Exposure
V623,0,Fecund
V623,1,Pregnant
V623,2,Postpartum amenorrheic
V623,3,"Infecund, menopausal"
V624,Variable Label,Unmet need
V624,0,Never had sex
V624,1,Unmet need for spacing
V624,2,Unmet need for limiting
V624,3,Using for spacing
V624,4,Using for limiting
V624,5,Spacing failure
V624,6,Limiting failure
V624,7,No unmet need
V624,8,Not married and no sex in last 30 days
V624,9,"Infecund, menopausal"
V625,Variable Label,Exposure (definition 2)
V625,0,Fecund
V625,1,Pregnant
V625,2,Postpartum amenorrheic
V625,3,"Infecund, menopausal"
V625A,Variable Label,Exposure to need for contraception (definition 3)
V625A,0,Fecund
V625A,1,Pregnant
V625A,2,Postpartum amenorrheic
V625A,3,"Infecund, menopausal"
V626,Variable Label,Unmet need (definition 2)
V626,0,Never had sex
V626,1,Unmet need for spacing
V626,2,Unmet need for limiting
V626,3,Using for spacing
V626,4,Using for limiting
V626,5,Spacing failure
V626,6,Limiting failure
V626,7,No unmet need
V626,8,Not married and no sex in last 30 days
V626,9,"Infecund, menopausal"
V626A,Variable Label,Unmet need for contraception (definition 3)
V626A,0,Never had sex
V626A,1,Unmet need for spacing
V626A,2,Unmet need for limiting
V626A,3,Using for spacing
V626A,4,Using for limiting
V626A,7,No unmet need
V626A,8,Not married and no sex in last 30 days
V626A,9,"Infecund, menopausal"
V627,Variable Label,Ideal number of boys
V627,96,Other
V627,98,Don't know
V628,Variable Label,Ideal number of girls
V628,96,Other
V628,98,Don't know
V629,Variable Label,Ideal number of either sex
V629,96,Other
V629,98,Don't know
V631,Variable Label,NA - Problem if became pregnant
V631,1,Big problem
V631,2,Small problem
V631,3,No problem
V631,4,Says she can't get pregnant/not having sex
V632,Variable Label,Decision maker for using contraception
V632,1,Mainly respondent
V632,2,"Mainly husband, partner"
V632,3,Joint decision
V632,6,Other
V633A,Variable Label,NA - Reason for not having sex: husband has STI
V633A,0,No
V633A,1,Yes
V633A,8,Don't know
V633B,Variable Label,Reason for not having sex: husband has other women
V633B,0,No
V633B,1,Yes
V633B,8,Don't know
V633C,Variable Label,NA - Reason for not having sex: recent birth
V633C,0,No
V633C,1,Yes
V633C,8,Don't know
V633D,Variable Label,"NA - Reason for not having sex: tired, not in mood"
V633D,0,No
V633D,1,Yes
V633D,8,Don't know
V633E,Variable Label,NA - Reason for not having sex: CS
V633E,0,No
V633E,1,Yes
V633E,8,Don't know
V633F,Variable Label,NA - Reason for not having sex: CS
V633F,0,No
V633F,1,Yes
V633F,8,Don't know
V633G,Variable Label,NA - Reason for not having sex: CS
V633G,0,No
V633G,1,Yes
V633G,8,Don't know
V634,Variable Label,NA - Husband knows that respondent is using contraception
V634,0,No
V634,1,Yes
V634,8,Don't know
V701,Variable Label,Husband/partner's education level
V701,0,No education
V701,1,Primary
V701,2,Secondary
V701,3,Higher
V701,8,Don't know
V702,Variable Label,Husband/partner's highest year of education (at level in V701)
V702,0,No years completed at level V702
V702,98,Don't know
V704,Variable Label,Husband/partner's occupation
V704,0,Not working/ unemployed/ student/ retired
V704,1,Armed forces
V704,11,"Legislators, senior officials and managers"
V704,12,Corporate Managers
V704,13,General Managers
V704,21,"Physical, Mathematical and Engineering Science Professionals"
V704,22,Life Science and Health Professionals
V704,23,Teaching Professionals
V704,24,"Other Professionals (business, lawyers, social workers)"
V704,31,Physical and Engineering science Associate Professionals
V704,32,Life Science and Health Associate Professionals
V704,33,Teaching Associate Professionals
V704,34,Other Associate Professionals
V704,41,Office Clerks
V704,42,Customer Service Clerks
V704,51,Personal and Protective Service Workers
V704,52,"Models, Salespersons and Demonstrators"
V704,61,Market - Oriented Skilled Agricultural and Fishery Workers
V704,62,Subsistence Agricultural and Fishery Workers
V704,71,Miners/ constructors/ electricians
V704,72,"Metal, Machinery and Related Workers/ mechanics"
V704,73,Precision workers in metal and related materials
V704,74,Food processing and related workers
V704,81,Stationery Plant and Related Operators
V704,82,Machine Operators and Assemblers
V704,83,Drivers and Mobile Equipment Operators
V704,90,General Laborers
V704,91,Sales and Service Elementary Occupations
V704,92,"Agriculture, Fishery and Related Laborers"
V704,93,"Laborers in mining, construction"
V704,96,Other
V704,98,Don't know
V705,Variable Label,Husband/partner's occupation (grouped)
V705,0,Not working
V705,1,Professional/technical/managerial
V705,2,Clerical
V705,3,Sales
V705,4,Agricultural - self employed
V705,5,Agricultural - employee
V705,6,Household and domestic
V705,7,Services
V705,8,Skilled manual
V705,9,Unskilled manual
V705,96,Other
V705,98,Don't know
V714,Variable Label,Respondent currently working
V714,0,No
V714,1,Yes
V714A,Variable Label,"Respondent has a job, but currently absent"
V714A,0,No
V714A,1,Yes
V715,Variable Label,Husband/partner's total number of years of education
V715,97,Inconsistent
V715,98,Don't know
V716,Variable Label,Respondent's occupation
V716,0,Not working/ unemployed/ student/ retired
V716,1,Armed forces
V716,11,"Legislators, senior officials and managers"
V716,12,Corporate Managers
V716,13,General Managers
V716,21,"Physical, Mathematical and Engineering Science Professionals"
V716,22,Life Science and Health Professionals
V716,23,Teaching Professionals
V716,24,"Other Professionals (business, lawyers, social workers)"
V716,31,Physical and Engineering science Associate Professionals
V716,32,Life Science and Health Associate Professionals
V716,33,Teaching Associate Professionals
V716,34,Other Associate Professionals
V716,41,Office Clerks
V716,42,Customer Service Clerks
V716,51,Personal and Protective Service Workers
V716,52,"Models, Salespersons and Demonstrators"
V716,61,Market - Oriented Skilled Agricultural and Fishery Workers
V716,62,Subsistence Agricultural and Fishery Workers
V716,71,Miners/ constructors/ electricians
V716,72,"Metal, Machinery and Related Workers/ mechanics"
V716,73,Precision workers in metal and related materials
V716,74,Food processing and related workers
V716,81,Stationery Plant and Related Operators
V716,82,Machine Operators and Assemblers
V716,83,Drivers and Mobile Equipment Operators
V716,90,General Laborers
V716,91,Sales and Service Elementary Occupations
V716,92,"Agriculture, Fishery and Related Laborers"
V716,93,"Laborers in mining, construction"
V716,96,Other
V716,98,Don't know
V717,Variable Label,Respondent's occupation (grouped)
V717,0,Not working
V717,1,Professional/technical/managerial
V717,2,Clerical
V717,3,Sales
V717,4,Agricultural - self employed
V717,5,Agricultural - employee
V717,6,Household and domestic
V717,7,Services
V717,8,Skilled manual
V717,9,Unskilled manual
V717,96,Other
V717,98,Don't know
V719,Variable Label,"Respondent works for family, others, self"
V719,1,For family member
V719,2,For someone else
V719,3,Self-employed
V721,Variable Label,NA - Respondent works at home or away
V721,1,At home
V721,2,Away
V729,Variable Label,Husband/partner's educational attainment
V729,0,No education
V729,1,Incomplete primary
V729,2,Complete primary
V729,3,Incomplete secondary
V729,4,Complete secondary
V729,5,Higher
V729,8,Don't know
V730,Variable Label,Husband/partner's age
V730,96,96+
V730,98,Don't know
V731,Variable Label,Respondent worked in last 12 months
V731,0,No
V731,1,In the past year
V731,2,Currently working
V731,3,"Have a job, but on leave last 7 days"
V732,Variable Label,Respondent employed all year/seasonal
V732,1,All year
V732,2,Seasonal
V732,3,Occasional
V739,Variable Label,Person who usually decides how to spend respondent's earnings
V739,1,Respondent alone
V739,2,Respondent and husband/partner
V739,3,Respondent and other person
V739,4,Husband/partner alone
V739,5,Someone else
V740,Variable Label,NA - Type of land where respondent works
V740,0,Own land
V740,1,Family land
V740,2,Someone else's land
V740,3,Rented land
V740,8,Don't know
V741,Variable Label,Type of earnings from respondent's work
V741,0,Not paid
V741,1,Cash only
V741,2,Cash and in-kind
V741,3,In-kind only
V743A,Variable Label,Person who usually decides on respondent's health care
V743A,1,Respondent alone
V743A,2,Respondent and husband/partner
V743A,3,Respondent and other person
V743A,4,Husband/partner alone
V743A,5,Someone else
V743A,6,Other
V743B,Variable Label,Person who usually decides on large household purchases
V743B,1,Respondent alone
V743B,2,Respondent and husband/partner
V743B,3,Respondent and other person
V743B,4,Husband/partner alone
V743B,5,Someone else
